city,country,month,month_num,temperature_2m_mean,windspeed_10m_mean,precipitation_sum,relative_humidity_2m_mean,cloudcover_mean
Sheringham,England,July,7,61.54,17.73,3.29,80.92,55.28
Sheringham,England,August,8,64.27,18.05,0.96,74.39,43.17
Sheringham,England,September,9,58.91,18.07,2.67,83.76,58.13
Sheringham,England,October,10,53.77,18.84,1.77,84.79,57.79
Sheringham,England,November,11,46.42,18.29,1.99,85.02,71.46
Sheringham,England,December,12,45.15,23.64,1.95,88.21,77.66
Cromer,England,January,1,41.74,25.11,2.41,81.48,63.14
Cromer,England,February,2,46.72,21.62,4.56,87.0,66.4
Cromer,England,March,3,47.25,18.25,1.3,83.55,65.29
Cromer,England,April,4,49.97,22.14,1.98,77.34,62.77
Cromer,England,May,5,55.5,14.86,3.3,86.22,57.99
Cromer,England,June,6,57.64,16.35,1.8,77.84,53.99
Cromer,England,July,7,61.74,16.48,3.27,80.09,54.57
Cromer,England,August,8,64.47,17.21,0.94,73.7,42.47
Cromer,England,September,9,58.93,16.69,2.67,83.35,56.42
Cromer,England,October,10,53.73,17.26,1.83,85.0,56.92
Cromer,England,November,11,46.34,16.92,1.97,85.16,70.57
Cromer,England,December,12,45.14,22.15,1.96,88.13,77.41
Mundesley,England,January,1,41.61,21.07,2.35,80.93,60.21
Mundesley,England,February,2,46.96,18.4,4.61,86.37,65.38
Mundesley,England,March,3,47.47,16.61,1.31,82.68,63.39
Mundesley,England,April,4,49.95,19.56,2.03,76.84,58.88
Mundesley,England,May,5,56.05,13.21,3.35,84.56,55.99
Mundesley,England,June,6,58.19,14.37,1.64,75.98,49.41
Mundesley,England,July,7,62.26,14.16,3.23,78.57,51.65
Mundesley,England,August,8,65.0,15.75,0.9,72.49,40.41
Mundesley,England,September,9,59.13,14.66,2.64,82.56,53.41
Mundesley,England,October,10,53.65,14.33,1.93,85.46,54.07
Mundesley,England,November,11,46.24,14.61,2.03,85.42,69.29
Mundesley,England,December,12,45.18,19.15,2.0,87.91,76.17
Great Yarmouth,England,January,1,41.12,18.81,2.29,81.23,62.35
Great Yarmouth,England,February,2,46.77,16.88,4.83,86.67,72.68
Great Yarmouth,England,March,3,47.44,15.7,1.48,82.84,71.01
Great Yarmouth,England,April,4,49.7,18.6,2.17,76.91,60.86
Great Yarmouth,England,May,5,56.22,12.36,3.45,83.89,56.38
Great Yarmouth,England,June,6,58.38,13.6,1.27,74.97,48.04
Great Yarmouth,England,July,7,62.49,13.3,2.96,77.62,52.74
Great Yarmouth,England,August,8,65.12,15.14,0.81,72.15,41.8
Great Yarmouth,England,September,9,59.12,13.97,2.47,82.2,53.8
Great Yarmouth,England,October,10,53.49,12.89,2.37,86.12,55.26
Great Yarmouth,England,November,11,46.03,13.48,1.84,85.55,69.64
Great Yarmouth,England,December,12,45.05,17.53,2.03,87.96,77.32
Lowestoft,England,January,1,41.0,18.65,2.31,81.44,62.55
Lowestoft,England,February,2,46.68,16.77,4.91,86.91,74.06
Lowestoft,England,March,3,47.42,15.35,1.54,82.28,72.38
Lowestoft,England,April,4,51.17,18.34,2.26,79.04,61.14
Lowestoft,England,May,5,54.4,12.15,3.46,86.87,57.54
Lowestoft,England,June,6,56.58,13.48,1.27,78.67,48.89
Lowestoft,England,July,7,61.77,13.16,2.79,80.48,54.26
Lowestoft,England,August,8,62.21,14.84,0.8,78.04,42.16
Lowestoft,England,September,9,59.03,13.9,2.51,82.08,55.86
Lowestoft,England,October,10,56.62,12.78,2.5,83.34,56.31
Lowestoft,England,November,11,46.32,13.11,1.82,81.35,70.53
Lowestoft,England,December,12,44.93,17.37,1.96,86.25,78.21
Southwold,England,January,1,40.53,18.7,2.19,81.84,62.56
Southwold,England,February,2,46.42,17.13,4.78,87.0,77.11
Southwold,England,March,3,47.32,15.32,1.51,82.09,76.85
Southwold,England,April,4,49.44,18.03,2.3,77.25,63.18
Southwold,England,May,5,56.19,11.93,3.34,83.49,58.81
Southwold,England,June,6,58.35,13.16,1.14,74.4,50.16
Southwold,England,July,7,62.5,12.96,2.83,77.16,56.02
Southwold,England,August,8,64.65,14.73,0.75,72.11,42.51
Southwold,England,September,9,59.03,13.71,2.64,81.64,55.62
Southwold,England,October,10,53.45,12.58,2.43,85.89,57.11
Southwold,England,November,11,45.89,12.72,1.77,85.23,71.33
Southwold,England,December,12,44.85,17.02,1.91,87.79,79.16
Aldeburgh,England,January,1,40.41,17.9,2.16,81.48,62.19
Aldeburgh,England,February,2,46.47,16.89,4.59,86.44,77.91
Aldeburgh,England,March,3,47.32,15.15,1.63,81.61,76.5
Aldeburgh,England,April,4,49.16,18.07,2.26,77.12,67.07
Aldeburgh,England,May,5,56.42,12.01,3.31,82.37,63.3
Aldeburgh,England,June,6,58.42,13.14,0.98,73.04,54.46
Aldeburgh,England,July,7,62.46,12.74,2.85,76.19,61.22
Aldeburgh,England,August,8,64.76,14.4,0.75,71.09,48.47
Aldeburgh,England,September,9,58.79,13.89,2.83,81.1,59.51
Aldeburgh,England,October,10,53.3,12.3,2.36,86.03,62.25
Aldeburgh,England,November,11,45.53,12.4,1.57,85.6,72.99
Aldeburgh,England,December,12,44.42,16.89,1.77,87.98,81.99
Felixstowe,England,January,1,40.25,17.93,2.05,82.42,63.73
Felixstowe,England,February,2,46.38,16.81,4.24,87.13,78.13
Felixstowe,England,March,3,47.16,15.32,1.68,83.11,78.78
Felixstowe,England,April,4,49.33,17.85,2.23,77.42,67.7
Felixstowe,England,May,5,56.3,12.05,3.01,82.67,61.56
Felixstowe,England,June,6,58.59,12.95,0.84,72.68,54.7
Felixstowe,England,July,7,62.74,12.97,2.72,75.87,62.0
Felixstowe,England,August,8,65.14,14.54,0.81,71.07,46.4
Felixstowe,England,September,9,58.89,14.44,2.63,80.84,58.56
Felixstowe,England,October,10,53.6,12.29,2.27,86.04,63.6
Felixstowe,England,November,11,46.59,12.88,1.61,85.46,75.06
Felixstowe,England,December,12,44.65,16.71,1.57,87.81,83.17
Clacton-on-Sea,England,January,1,40.92,18.18,1.58,81.84,64.93
Clacton-on-Sea,England,February,2,47.01,17.0,3.64,86.66,77.54
Clacton-on-Sea,England,March,3,47.47,15.58,1.82,83.45,77.55
Clacton-on-Sea,England,April,4,49.73,17.49,2.08,77.07,67.8
Clacton-on-Sea,England,May,5,56.36,11.94,2.65,82.95,60.77
Clacton-on-Sea,England,June,6,58.86,12.83,0.75,72.59,55.45
Clacton-on-Sea,England,July,7,63.05,13.07,2.41,75.75,62.04
Clacton-on-Sea,England,August,8,65.5,14.49,0.82,71.26,46.72
Clacton-on-Sea,England,September,9,59.14,14.59,2.28,80.87,58.51
Clacton-on-Sea,England,October,10,54.01,12.33,2.27,86.05,65.02
Clacton-on-Sea,England,November,11,46.71,12.78,1.66,85.34,75.3
Clacton-on-Sea,England,December,12,44.92,16.36,1.44,87.77,83.72
Walton-on-the-Naze,England,January,1,40.73,18.27,1.75,82.05,64.5
Walton-on-the-Naze,England,February,2,46.81,17.05,3.77,86.92,77.48
Walton-on-the-Naze,England,March,3,47.39,15.5,1.8,83.45,77.88
Walton-on-the-Naze,England,April,4,49.57,17.61,2.17,77.27,67.39
Walton-on-the-Naze,England,May,5,56.3,11.93,2.78,82.82,60.67
Walton-on-the-Naze,England,June,6,58.75,12.77,0.77,72.57,54.62
Walton-on-the-Naze,England,July,7,62.95,12.97,2.53,75.77,61.63
Walton-on-the-Naze,England,August,8,65.34,14.51,0.81,71.19,45.6
Walton-on-the-Naze,England,September,9,59.05,14.44,2.41,80.73,57.69
Walton-on-the-Naze,England,October,10,53.86,12.26,2.26,85.89,63.79
Walton-on-the-Naze,England,November,11,46.83,12.66,1.66,85.23,75.1
Walton-on-the-Naze,England,December,12,44.83,16.42,1.5,87.64,83.25
Frinton-on-Sea,England,January,1,40.76,18.25,1.7,82.02,64.64
Frinton-on-Sea,England,February,2,46.87,17.04,3.74,86.87,77.51
Frinton-on-Sea,England,March,3,47.41,15.49,1.8,83.47,77.88
Frinton-on-Sea,England,April,4,49.6,17.54,2.14,77.22,67.37
Frinton-on-Sea,England,May,5,56.34,11.92,2.73,82.81,60.53
Frinton-on-Sea,England,June,6,58.78,12.75,0.76,72.52,54.59
Frinton-on-Sea,England,July,7,62.97,13.01,2.49,75.72,61.44
Frinton-on-Sea,England,August,8,65.37,14.5,0.82,71.2,45.49
Frinton-on-Sea,England,September,9,59.08,14.47,2.38,80.73,57.69
Frinton-on-Sea,England,October,10,53.91,12.27,2.26,85.89,63.84
Frinton-on-Sea,England,November,11,46.81,12.84,1.65,85.22,75.07
Frinton-on-Sea,England,December,12,44.86,16.38,1.48,87.64,83.34
Deal,England,January,1,41.33,22.25,1.78,82.31,66.81
Deal,England,February,2,46.96,20.66,3.6,89.65,78.66
Deal,England,March,3,47.56,19.97,1.97,85.4,75.7
Deal,England,April,4,49.46,20.28,2.24,81.07,67.49
Deal,England,May,5,55.58,14.64,2.22,86.19,58.44
Deal,England,June,6,58.2,15.11,0.56,77.46,56.36
Deal,England,July,7,62.55,15.44,1.62,80.36,62.5
Deal,England,August,8,64.78,16.95,1.25,78.64,43.4
Deal,England,September,9,59.56,17.86,2.23,82.6,57.66
Deal,England,October,10,55.04,16.14,2.44,86.24,66.93
Deal,England,November,11,47.61,17.64,1.83,84.67,79.38
Deal,England,December,12,44.79,19.65,1.33,88.74,86.02
Hythe,England,January,1,41.83,21.69,2.02,82.51,58.98
Hythe,England,February,2,47.65,20.11,4.63,89.88,73.48
Hythe,England,March,3,48.14,18.85,2.41,85.65,63.07
Hythe,England,April,4,50.12,20.02,2.19,81.08,51.82
Hythe,England,May,5,56.43,14.43,2.37,85.7,48.81
Hythe,England,June,6,58.89,15.95,0.6,78.52,39.32
Hythe,England,July,7,63.28,15.91,1.63,81.42,47.12
Hythe,England,August,8,65.15,17.2,1.48,80.5,39.97
Hythe,England,September,9,59.54,17.3,3.35,84.31,49.76
Hythe,England,October,10,55.57,15.62,2.76,86.47,56.45
Hythe,England,November,11,47.66,16.05,1.94,85.8,68.98
Hythe,England,December,12,45.46,19.58,1.71,88.28,80.37
Dymchurch,England,January,1,42.36,23.2,2.16,82.92,56.09
Dymchurch,England,February,2,48.33,22.48,5.0,90.04,71.03
Dymchurch,England,March,3,48.74,20.12,2.55,85.78,58.82
Dymchurch,England,April,4,50.79,22.22,2.25,81.24,46.19
Dymchurch,England,May,5,57.08,16.25,2.49,85.67,44.98
Dymchurch,England,June,6,59.56,18.09,0.63,79.25,33.73
Dymchurch,England,July,7,63.95,18.43,1.72,82.15,42.22
Dymchurch,England,August,8,65.6,19.35,1.6,81.69,37.91
Dymchurch,England,September,9,59.6,18.34,3.86,85.77,47.25
Dymchurch,England,October,10,56.05,16.54,2.92,86.49,52.79
Dymchurch,England,November,11,47.94,16.82,2.15,85.78,66.93
Dymchurch,England,December,12,46.06,21.21,1.87,87.46,78.44
Rye,England,January,1,42.21,22.14,2.66,82.9,57.95
Rye,England,February,2,48.2,21.49,6.17,90.05,72.7
Rye,England,March,3,48.57,19.37,3.28,85.8,60.65
Rye,England,April,4,50.68,21.28,2.56,81.03,50.08
Rye,England,May,5,57.02,15.52,2.94,85.42,47.17
Rye,England,June,6,59.47,17.19,0.65,78.78,36.94
Rye,England,July,7,63.84,17.48,2.3,81.76,45.37
Rye,England,August,8,65.47,18.5,1.91,81.43,40.47
Rye,England,September,9,59.51,17.42,5.3,85.57,49.37
Rye,England,October,10,55.91,15.66,3.6,86.61,55.9
Rye,England,November,11,47.82,16.09,2.41,85.85,67.76
Rye,England,December,12,45.99,20.26,2.31,87.55,79.5
Pevensey Bay,England,January,1,41.04,14.14,3.14,83.65,67.89
Pevensey Bay,England,February,2,47.2,14.13,7.23,90.89,82.98
Pevensey Bay,England,March,3,47.32,13.66,4.05,86.83,73.65
Pevensey Bay,England,April,4,49.75,14.3,2.78,80.41,70.4
Pevensey Bay,England,May,5,56.49,10.15,3.35,83.69,59.07
Pevensey Bay,England,June,6,58.97,10.84,0.66,75.7,53.32
Pevensey Bay,England,July,7,63.0,10.75,2.91,79.85,61.97
Pevensey Bay,England,August,8,64.23,12.33,2.15,80.4,54.45
Pevensey Bay,England,September,9,58.67,11.02,6.53,84.81,63.18
Pevensey Bay,England,October,10,54.74,9.37,4.19,88.24,72.63
Pevensey Bay,England,November,11,47.15,10.8,2.82,86.55,73.74
Pevensey Bay,England,December,12,45.31,12.94,2.66,88.89,86.63
Seaford,England,January,1,41.01,14.44,2.97,83.24,67.56
Seaford,England,February,2,47.19,14.23,6.38,90.28,81.68
Seaford,England,March,3,47.23,13.39,3.94,86.47,72.87
Seaford,England,April,4,49.82,14.23,2.58,79.74,70.41
Seaford,England,May,5,56.52,9.93,2.92,82.93,59.39
Seaford,England,June,6,58.99,11.15,0.67,74.98,53.29
Seaford,England,July,7,62.91,10.94,2.7,79.46,61.17
Seaford,England,August,8,64.16,12.62,1.85,79.81,53.78
Seaford,England,September,9,58.62,11.37,6.19,84.39,62.79
Seaford,England,October,10,54.59,9.83,3.77,88.36,72.26
Seaford,England,November,11,47.04,10.65,2.72,87.15,73.65
Seaford,England,December,12,45.37,13.27,2.21,89.06,85.95
Shoreham-by-Sea,England,January,1,41.38,18.85,2.5,83.93,67.0
Shoreham-by-Sea,England,February,2,47.46,19.11,5.75,91.01,80.37
Shoreham-by-Sea,England,March,3,47.34,17.06,3.8,87.42,70.73
Shoreham-by-Sea,England,April,4,50.02,18.88,1.78,81.63,69.69
Shoreham-by-Sea,England,May,5,56.3,14.23,2.15,84.42,59.45
Shoreham-by-Sea,England,June,6,58.87,16.46,0.65,77.28,53.04
Shoreham-by-Sea,England,July,7,62.79,15.81,1.84,81.43,59.67
Shoreham-by-Sea,England,August,8,64.25,18.28,1.52,80.96,52.29
Shoreham-by-Sea,England,September,9,59.08,16.55,5.16,83.58,63.44
Shoreham-by-Sea,England,October,10,55.43,15.28,3.26,87.41,71.3
Shoreham-by-Sea,England,November,11,47.43,14.03,2.37,87.62,74.15
Shoreham-by-Sea,England,December,12,45.95,17.28,1.42,89.05,85.88
Selsey,England,January,1,42.09,19.58,2.71,80.67,63.28
Selsey,England,February,2,47.77,19.29,3.43,88.18,77.72
Selsey,England,March,3,47.46,17.04,2.56,85.07,67.5
Selsey,England,April,4,50.42,19.09,2.41,79.03,67.48
Selsey,England,May,5,56.81,12.78,2.28,82.28,56.23
Selsey,England,June,6,59.52,15.18,0.5,74.01,48.83
Selsey,England,July,7,63.06,14.44,2.9,79.88,57.36
Selsey,England,August,8,64.61,17.03,1.11,78.96,50.82
Selsey,England,September,9,59.24,15.4,4.91,82.21,60.51
Selsey,England,October,10,55.6,14.69,3.26,86.99,70.46
Selsey,England,November,11,47.84,14.09,2.87,86.73,72.79
Selsey,England,December,12,46.4,17.4,1.42,87.55,83.7
Bracklesham Bay,England,January,1,42.17,20.26,2.7,80.47,62.69
Bracklesham Bay,England,February,2,47.84,19.85,3.01,87.9,77.22
Bracklesham Bay,England,March,3,47.49,17.64,2.29,84.81,67.51
Bracklesham Bay,England,April,4,50.53,19.82,2.43,79.01,67.86
Bracklesham Bay,England,May,5,56.92,13.15,2.34,82.26,56.28
Bracklesham Bay,England,June,6,59.65,15.71,0.49,74.09,48.78
Bracklesham Bay,England,July,7,63.16,14.89,3.06,80.02,57.57
Bracklesham Bay,England,August,8,64.77,17.35,1.07,79.01,51.11
Bracklesham Bay,England,September,9,59.34,15.98,4.91,82.22,60.37
Bracklesham Bay,England,October,10,55.72,15.23,3.33,87.14,70.75
Bracklesham Bay,England,November,11,47.9,14.47,2.93,86.8,73.34
Bracklesham Bay,England,December,12,46.48,17.85,1.42,87.56,83.77
Hayling Island,England,January,1,42.17,20.43,2.72,80.45,62.64
Hayling Island,England,February,2,47.88,20.01,2.94,87.78,77.28
Hayling Island,England,March,3,47.51,17.87,2.26,84.8,68.01
Hayling Island,England,April,4,50.57,20.15,2.44,79.02,67.94
Hayling Island,England,May,5,56.97,13.34,2.35,82.21,56.15
Hayling Island,England,June,6,59.72,15.96,0.48,74.12,48.74
Hayling Island,England,July,7,63.2,15.14,3.11,80.11,57.62
Hayling Island,England,August,8,64.82,17.55,1.07,79.01,51.22
Hayling Island,England,September,9,59.36,16.23,4.93,82.25,60.34
Hayling Island,England,October,10,55.75,15.47,3.37,87.24,70.82
Hayling Island,England,November,11,47.92,14.74,2.98,86.89,73.38
Hayling Island,England,December,12,46.51,18.08,1.43,87.59,83.76
Lee-on-the-Solent,England,January,1,42.24,19.06,2.78,80.34,64.61
Lee-on-the-Solent,England,February,2,47.64,18.77,4.07,88.62,78.85
Lee-on-the-Solent,England,March,3,47.45,17.74,2.96,84.86,70.43
Lee-on-the-Solent,England,April,4,50.11,18.71,2.82,79.08,69.84
Lee-on-the-Solent,England,May,5,56.47,12.99,2.49,81.68,59.26
Lee-on-the-Solent,England,June,6,59.17,14.46,0.49,73.32,50.83
Lee-on-the-Solent,England,July,7,62.65,15.55,2.8,79.37,59.92
Lee-on-the-Solent,England,August,8,64.13,17.42,1.28,78.44,53.82
Lee-on-the-Solent,England,September,9,58.97,14.6,5.51,81.57,62.29
Lee-on-the-Solent,England,October,10,55.58,14.32,3.43,85.89,71.78
Lee-on-the-Solent,England,November,11,48.28,15.89,3.04,85.9,74.74
Lee-on-the-Solent,England,December,12,46.49,17.51,1.54,86.89,84.45
Milford on Sea,England,January,1,41.99,18.12,2.97,81.47,69.1
Milford on Sea,England,February,2,47.54,17.49,5.11,89.82,82.2
Milford on Sea,England,March,3,47.12,16.29,4.03,85.83,74.27
Milford on Sea,England,April,4,49.9,17.26,2.95,79.64,72.0
Milford on Sea,England,May,5,56.13,12.29,2.98,81.95,63.04
Milford on Sea,England,June,6,58.91,13.91,0.48,72.86,52.91
Milford on Sea,England,July,7,62.37,14.07,2.62,79.25,61.95
Milford on Sea,England,August,8,63.7,15.28,1.61,78.75,58.62
Milford on Sea,England,September,9,58.31,13.8,6.11,82.72,64.89
Milford on Sea,England,October,10,55.14,13.29,3.74,86.33,73.98
Milford on Sea,England,November,11,47.94,13.3,3.46,87.09,77.64
Milford on Sea,England,December,12,46.49,16.35,1.83,87.11,86.03
Charmouth,England,January,1,41.15,17.89,3.18,84.74,69.24
Charmouth,England,February,2,46.93,17.29,6.63,90.66,82.92
Charmouth,England,March,3,46.38,17.0,3.91,86.81,74.24
Charmouth,England,April,4,49.11,17.86,2.81,81.89,74.39
Charmouth,England,May,5,55.24,12.26,4.75,82.81,62.92
Charmouth,England,June,6,57.55,13.1,0.64,75.6,56.83
Charmouth,England,July,7,60.85,12.87,3.04,81.49,64.67
Charmouth,England,August,8,62.08,14.72,1.51,80.72,64.08
Charmouth,England,September,9,56.89,13.75,5.82,85.3,68.35
Charmouth,England,October,10,53.75,13.64,5.14,88.22,71.64
Charmouth,England,November,11,47.37,14.2,3.39,89.61,78.28
Charmouth,England,December,12,45.97,17.81,1.77,87.93,86.17
Budleigh Salterton,England,January,1,40.8,17.75,3.54,85.95,68.31
Budleigh Salterton,England,February,2,46.31,17.24,7.43,92.62,84.92
Budleigh Salterton,England,March,3,46.04,17.17,4.71,88.29,74.1
Budleigh Salterton,England,April,4,48.69,17.31,3.26,83.03,72.76
Budleigh Salterton,England,May,5,55.0,12.28,4.62,83.08,60.44
Budleigh Salterton,England,June,6,57.02,12.37,0.83,76.91,58.69
Budleigh Salterton,England,July,7,60.23,12.24,3.39,82.75,65.67
Budleigh Salterton,England,August,8,61.33,14.69,1.61,82.47,65.82
Budleigh Salterton,England,September,9,56.33,13.41,5.71,86.19,69.51
Budleigh Salterton,England,October,10,53.32,13.82,5.72,89.21,71.59
Budleigh Salterton,England,November,11,47.42,14.2,3.63,89.93,76.23
Budleigh Salterton,England,December,12,45.37,17.55,1.97,88.9,85.49
