course_name,city,state_country,location,total_par,h01_par,h01_yards,h01_hcp,h02_par,h02_yards,h02_hcp,h03_par,h03_yards,h03_hcp,h04_par,h04_yards,h04_hcp,h05_par,h05_yards,h05_hcp,h06_par,h06_yards,h06_hcp,h07_par,h07_yards,h07_hcp,h08_par,h08_yards,h08_hcp,h09_par,h09_yards,h09_hcp,f9_par,f9_yards,h10_par,h10_yards,h10_hcp,h11_par,h11_yards,h11_hcp,h12_par,h12_yards,h12_hcp,h13_par,h13_yards,h13_hcp,h14_par,h14_yards,h14_hcp,h15_par,h15_yards,h15_hcp,h16_par,h16_yards,h16_hcp,h17_par,h17_yards,h17_hcp,h18_par,h18_yards,h18_hcp,b9_par,b9_yards,total_yardage,course_rating,slope_rating,prestige_level,est_year,created_at,elevation,course_id,temp_factor,humidity_factor,wind_factor,rain_factor,cloud_factor,design_strategy,narrowness_factor,hazard_density,green_speed,turf_firmness,rough_length,crowd_factor,elevation_factor,terrain_difficulty,temp_min_jan,temp_avg_jan,temp_max_jan,temp_min_feb,temp_avg_feb,temp_max_feb,temp_min_mar,temp_avg_mar,temp_max_mar,temp_min_apr,temp_avg_apr,temp_max_apr,temp_min_may,temp_avg_may,temp_max_may,temp_min_jun,temp_avg_jun,temp_max_jun,temp_min_jul,temp_avg_jul,temp_max_jul,temp_min_aug,temp_avg_aug,temp_max_aug,temp_min_sep,temp_avg_sep,temp_max_sep,temp_min_oct,temp_avg_oct,temp_max_oct,temp_min_nov,temp_avg_nov,temp_max_nov,temp_min_dec,temp_avg_dec,temp_max_dec,rain_prop_jan,rain_prop_feb,rain_prop_mar,rain_prop_apr,rain_prop_may,rain_prop_jun,rain_prop_jul,rain_prop_aug,rain_prop_sep,rain_prop_oct,rain_prop_nov,rain_prop_dec,wind_speed_min_jan,wind_speed_avg_jan,wind_speed_max_jan,wind_speed_min_feb,wind_speed_avg_feb,wind_speed_max_feb,wind_speed_min_mar,wind_speed_avg_mar,wind_speed_max_mar,wind_speed_min_apr,wind_speed_avg_apr,wind_speed_max_apr,wind_speed_min_may,wind_speed_avg_may,wind_speed_max_may,wind_speed_min_jun,wind_speed_avg_jun,wind_speed_max_jun,wind_speed_min_jul,wind_speed_avg_jul,wind_speed_max_jul,wind_speed_min_aug,wind_speed_avg_aug,wind_speed_max_aug,wind_speed_min_sep,wind_speed_avg_sep,wind_speed_max_sep,wind_speed_min_oct,wind_speed_avg_oct,wind_speed_max_oct,wind_speed_min_nov,wind_speed_avg_nov,wind_speed_max_nov,wind_speed_min_dec,wind_speed_avg_dec,wind_speed_max_dec,humidity_min_jan,humidiy_avg_jan,humidity_max_jan,humidity_min_feb,humidiy_avg_feb,humidity_max_feb,humidity_min_mar,humidiy_avg_mar,humidity_max_mar,humidity_min_apr,humidiy_avg_apr,humidity_max_apr,humidity_min_may,humidiy_avg_may,humidity_max_may,humidity_min_jun,humidiy_avg_jun,humidity_max_jun,humidity_min_jul,humidiy_avg_jul,humidity_max_jul,humidity_min_aug,humidiy_avg_aug,humidity_max_aug,humidity_min_sep,humidiy_avg_sep,humidity_max_sep,humidity_min_oct,humidiy_avg_oct,humidity_max_oct,humidity_min_nov,humidiy_avg_nov,humidity_max_nov,humidity_min_dec,humidiy_avg_dec,humidity_max_dec,cloud_cover_min_jan,cloud_cover_avg_jan,cloud_cover_max_jan,cloud_cover_min_feb,cloud_cover_avg_feb,cloud_cover_max_feb,cloud_cover_min_mar,cloud_cover_avg_mar,cloud_cover_max_mar,cloud_cover_min_apr,cloud_cover_avg_apr,cloud_cover_max_apr,cloud_cover_min_may,cloud_cover_avg_may,cloud_cover_max_may,cloud_cover_min_jun,cloud_cover_avg_jun,cloud_cover_max_jun,cloud_cover_min_jul,cloud_cover_avg_jul,cloud_cover_max_jul,cloud_cover_min_aug,cloud_cover_avg_aug,cloud_cover_max_aug,cloud_cover_min_sep,cloud_cover_avg_sep,cloud_cover_max_sep,cloud_cover_min_oct,cloud_cover_avg_oct,cloud_cover_max_oct,cloud_cover_min_nov,cloud_cover_avg_nov,cloud_cover_max_nov,cloud_cover_min_dec,cloud_cover_avg_dec,cloud_cover_max_dec
Franklin Hunt Club,Franklin,TN (US),"Franklin, TN (US)",71,5,613,5,4,455,7,4,478,9,3,210,17,4,354,11,4,439,15,3,151,3,5,676,1,4,404,13,36,3780,4,428,2,4,486,8,5,607,14,4,482,10,3,188,12,4,378,16,4,457,4,3,132,6,4,474,18,35,3632,7412,76.630012987013,138.521103896104,0.69,1949,###,715.223097112861,###,0.425,0.928571428571429,0.0666666666666667,0.581818181818182,0.55,0.85,0.42,0.78,0.55,0.46,0.38,0.91,0.77,0.55,29.9,39.9,49.9,35.6,45.6,55.6,41.3,51.3,61.3,47,57,67,52.7,62.7,72.7,58.4,68.4,78.4,64.1,74.1,84.1,58.4,68.4,78.4,52.7,62.7,72.7,47,57,67,41.3,51.3,61.3,35.6,45.6,55.6,0.259,0.296,0.333,0.37,0.407,0.444,0.481,0.444,0.407,0.37,0.333,0.296,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Farmington Hills Golf & Country Club,Farmington Hills,MI (US),"Farmington Hills, MI (US)",71,4,367,18,5,510,6,3,229,12,4,436,8,4,487,10,4,395,14,3,202,2,4,396,4,4,441,16,35,3463,5,563,3,4,393,5,3,135,17,5,562,7,4,377,15,4,412,9,4,369,13,3,228,1,4,346,11,36,3385,6848,74.8947411255411,133.203745670996,0.43,1913,###,364.173228346457,###,0.293541666666667,0.957142857142857,0.146666666666667,0.549090909090909,0.605,0.52,0.39,0.63,0.74,0.36,0.42,0.78,0.63,0.86,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.2464,0.2816,0.3168,0.352,0.3872,0.4224,0.4576,0.4224,0.3872,0.352,0.3168,0.2816,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Meridian Hunt Club,Meridian,ID (US),"Meridian, ID (US)",71,4,351,16,4,457,4,3,226,10,5,654,6,4,404,8,5,619,12,4,462,2,3,241,14,4,446,18,36,3860,4,402,1,3,163,3,4,494,15,4,395,5,3,247,13,4,490,7,4,422,11,5,544,17,4,388,9,35,3545,7405,74.2511696969697,131.120174242424,0.36,2000,###,823.490813648294,###,0.351041666666667,0.8,0.146666666666667,0.409090909090909,0.495,0.31,0.5,0.62,0.81,0.84,0.44,0.27,0.47,0.34,27.8,37.8,47.8,33.2,43.2,53.2,38.6,48.6,58.6,44,54,64,49.5,59.5,69.5,54.9,64.9,74.9,60.3,70.3,80.3,54.9,64.9,74.9,49.5,59.5,69.5,44,54,64,38.6,48.6,58.6,33.2,43.2,53.2,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
TCC Noblesville,Noblesville,IN (US),"Noblesville, IN (US)",70,5,574,14,3,230,2,4,358,8,3,152,4,4,478,18,3,213,6,5,561,10,4,380,12,4,350,16,35,3296,4,501,1,3,143,13,4,392,3,4,434,11,4,430,5,4,341,9,5,650,17,3,239,15,4,402,7,35,3532,6828,75.8079350649351,135.82848051948,0.24,1936,###,879.265091863517,###,0.3,0.857142857142857,0.2,0.490909090909091,0.55,0.87,0.23,0.85,0.92,0.55,0.34,0.28,0.68,0.66,26.4,36.4,46.4,31.6,41.6,51.6,36.8,46.8,56.8,42,52,62,47.2,57.2,67.2,52.4,62.4,72.4,57.6,67.6,77.6,52.4,62.4,72.4,47.2,57.2,67.2,42,52,62,36.8,46.8,56.8,31.6,41.6,51.6,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Jackson Club,Jackson,WY (US),"Jackson, WY (US)",72,4,447,12,4,481,6,5,640,2,4,367,16,3,172,4,4,495,8,4,411,18,3,135,10,5,602,14,36,3750,5,540,11,3,226,1,4,499,17,4,497,9,4,398,3,3,176,7,4,398,15,4,438,13,5,545,5,36,3717,7467,74.9821761904762,133.286226190476,0.7,1973,###,4258.53018372703,###,0.181041666666667,0.564285714285714,0.626666666666667,0.2,0.36,0.35,0.66,0.87,0.68,0.78,0.24,0.55,0.27,0.32,23.1,33.1,43.1,27.8,37.8,47.8,32.5,42.5,52.5,37.2,47.2,57.2,42,52,62,46.7,56.7,66.7,51.4,61.4,71.4,46.7,56.7,66.7,42,52,62,37.2,47.2,57.2,32.5,42.5,52.5,27.8,37.8,47.8,0.112,0.128,0.144,0.16,0.176,0.192,0.208,0.192,0.176,0.16,0.144,0.128,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,12.4,14.4,19.4,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,39.5,49.5,59.5,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46,0.26,0.36,0.46
TCC Littleton,Littleton,CO (US),"Littleton, CO (US)",71,5,608,10,4,360,18,4,466,4,3,204,14,4,474,2,3,146,6,4,387,16,5,535,8,4,438,12,36,3618,4,459,9,5,603,15,3,169,7,4,386,1,3,174,5,4,406,13,4,486,11,4,346,3,4,390,17,35,3419,7037,76.1244545454546,136.753636363636,0.67,1924,###,6220.47244094488,###,0.175,0.6,0.4,0.363636363636364,0.45,0.89,0.9,0.61,0.75,0.52,0.66,0.26,0.14,0.39,22.9,32.9,42.9,27.6,37.6,47.6,32.3,42.3,52.3,37,47,57,41.7,51.7,61.7,46.4,56.4,66.4,51.1,61.1,71.1,46.4,56.4,66.4,41.7,51.7,61.7,37,47,57,32.3,42.3,52.3,27.6,37.6,47.6,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.3,0.275,0.25,0.225,0.2,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,9,11,16,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,42,52,62,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55
TCC Simsbury,Simsbury,CT (US),"Simsbury, CT (US)",72,5,506,7,3,189,17,4,408,13,4,421,5,3,122,3,4,434,11,5,674,9,4,435,1,4,395,15,36,3584,5,653,8,4,448,18,3,154,16,5,617,2,4,460,12,4,423,4,3,243,14,4,385,6,4,425,10,36,3808,7392,75.4167077922078,134.688662337662,0.31,1930,###,52.49343832021,###,0.0625,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.48,0.81,0.44,0.87,0.96,0.32,0.48,0.58,0.16,19.8,29.8,39.8,24,34,44,28.2,38.2,48.2,32.5,42.5,52.5,36.8,46.8,56.8,41,51,61,45.2,55.2,65.2,41,51,61,36.8,46.8,56.8,32.5,42.5,52.5,28.2,38.2,48.2,24,34,44,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
North Star Golf Club,North Star,DE (US),"North Star, DE (US)",71,4,460,5,4,455,15,4,475,17,5,639,11,4,408,3,3,206,1,4,436,9,3,238,7,4,364,13,35,3681,5,627,6,4,428,16,3,228,14,4,419,10,4,379,2,3,213,18,5,599,12,4,486,4,4,399,8,36,3778,7459,74.9030744588745,133.156579004329,0.77,1964,###,374.015748031496,###,0.168958333333333,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.25,0.26,0.87,0.92,0.3,0.54,0.39,0.05,0.86,22.7,32.7,42.7,27.4,37.4,47.4,32.1,42.1,52.1,36.8,46.8,56.8,41.4,51.4,61.4,46.1,56.1,66.1,50.8,60.8,70.8,46.1,56.1,66.1,41.4,51.4,61.4,36.8,46.8,56.8,32.1,42.1,52.1,27.4,37.4,47.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Cupertino Cricket Club,Cupertino,CA (US),"Cupertino, CA (US)",71,4,371,4,5,659,14,4,466,12,5,517,8,4,474,18,3,217,16,4,494,10,3,234,2,4,457,6,36,3889,4,338,3,4,346,13,4,468,15,3,173,9,4,479,1,3,128,7,4,353,5,4,413,17,5,552,11,35,3250,7139,74.4273363636364,131.594090909091,0.96,1948,###,1181.10236220472,###,0.575,0.59,0.226666666666667,0.229090909090909,0.405,0.25,0.86,0.42,0.35,0.96,0.6,0.51,0.88,0.44,34.1,44.1,54.1,40.4,50.4,60.4,46.7,56.7,66.7,53,63,73,59.3,69.3,79.3,65.6,75.6,85.6,71.9,81.9,91.9,65.6,75.6,85.6,59.3,69.3,79.3,53,63,73,46.7,56.7,66.7,40.4,50.4,60.4,0.1232,0.1408,0.1584,0.176,0.1936,0.2112,0.2288,0.2112,0.1936,0.176,0.1584,0.1408,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505
TCC Fort Collins,Fort Collins,CO (US),"Fort Collins, CO (US)",71,4,485,1,4,426,11,4,402,13,3,129,7,4,399,5,3,248,3,5,574,15,4,448,17,4,441,9,35,3552,4,472,18,5,633,2,4,469,12,5,669,10,3,180,6,4,413,16,4,437,14,3,208,8,4,442,4,36,3923,7475,75.7287649350649,135.88951948052,0.35,1912,###,5495.40682414698,###,0,0.562857142857143,0.473333333333333,0.409090909090909,0.495,0.88,0.8,0.46,0.53,0.78,0.59,0.97,0.03,0.25,18,28,38,22,32,42,26,36,46,29.9,39.9,49.9,33.9,43.9,53.9,37.9,47.9,57.9,41.9,51.9,61.9,37.9,47.9,57.9,33.9,43.9,53.9,29.9,39.9,49.9,26,36,46,22,32,42,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,10.1,12.1,17.1,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,39.4,49.4,59.4,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
Goose Hollow Hunt Club,Goose Hollow,OR (US),"Goose Hollow, OR (US)",71,5,655,9,4,430,11,4,386,5,4,441,3,3,239,1,4,382,13,4,424,17,3,200,15,5,621,7,36,3778,4,362,16,4,463,10,3,217,8,4,452,4,4,350,14,4,341,12,5,535,6,3,190,18,4,418,2,35,3328,7106,77.5467077922078,141.388662337662,0.44,1960,###,164.041994750656,###,0.495,0.957142857142857,0.146666666666667,0.749090909090909,0.715,0.75,0.59,0.75,0.97,0.35,0.85,0.72,0.97,0.12,31.9,41.9,51.9,37.8,47.8,57.8,43.8,53.8,63.8,49.8,59.8,69.8,55.8,65.8,75.8,61.8,71.8,81.8,67.7,77.7,87.7,61.8,71.8,81.8,55.8,65.8,75.8,49.8,59.8,69.8,43.8,53.8,63.8,37.8,47.8,57.8,0.3234,0.3696,0.4158,0.462,0.5082,0.5544,0.6006,0.5544,0.5082,0.462,0.4158,0.3696,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815,0.615,0.715,0.815
Leawood Golf Club,Leawood,KS (US),"Leawood, KS (US)",72,5,652,14,3,141,8,4,399,18,5,640,6,3,138,2,4,459,12,4,364,10,4,364,4,4,478,16,36,3635,4,469,7,4,474,9,3,194,3,4,501,17,4,429,1,5,591,11,3,189,15,4,413,13,5,632,5,36,3892,7527,76.5098251082251,137.977984199134,0.38,1989,###,846.456692913386,###,0.443958333333333,0.878571428571429,0.3,0.498181818181818,0.517,0.81,0.49,0.38,0.35,0.48,0.49,1,0.71,0.54,30.4,40.4,50.4,36.2,46.2,56.2,42,52,62,47.8,57.8,67.8,53.5,63.5,73.5,59.3,69.3,79.3,65.1,75.1,85.1,59.3,69.3,79.3,53.5,63.5,73.5,47.8,57.8,67.8,42,52,62,36.2,46.2,56.2,0.2268,0.2592,0.2916,0.324,0.3564,0.3888,0.4212,0.3888,0.3564,0.324,0.2916,0.2592,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,7.5,9.5,14.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,61.5,71.5,81.5,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617,0.417,0.517,0.617
Nolensville Country Club,Nolensville,TN (US),"Nolensville, TN (US)",71,4,383,5,5,578,7,4,333,1,3,198,15,4,341,17,4,353,9,3,192,13,4,446,11,5,574,3,36,3398,5,646,12,3,180,6,4,400,16,4,419,4,4,446,10,4,494,8,3,170,2,4,407,18,4,357,14,35,3519,6917,75.097212987013,133.958103896104,0.47,1966,###,45.9317585301837,###,0.425,0.928571428571429,0.0666666666666667,0.581818181818182,0.55,0.87,0.35,0.3,0.95,0.98,0.83,0.35,0.75,0.17,29.9,39.9,49.9,35.6,45.6,55.6,41.3,51.3,61.3,47,57,67,52.7,62.7,72.7,58.4,68.4,78.4,64.1,74.1,84.1,58.4,68.4,78.4,52.7,62.7,72.7,47,57,67,41.3,51.3,61.3,35.6,45.6,55.6,0.259,0.296,0.333,0.37,0.407,0.444,0.481,0.444,0.407,0.37,0.333,0.296,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,4,6,11,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,65,75,85,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Pike Creek Golf Club,Pike Creek,DE (US),"Pike Creek, DE (US)",72,4,398,10,3,209,18,5,528,4,4,443,14,5,535,2,4,439,8,3,176,6,4,440,16,4,447,12,36,3615,4,369,17,3,135,3,4,492,5,4,445,13,5,618,15,4,400,7,5,556,11,3,200,9,4,360,1,36,3575,7190,75.3800744588744,134.906579004329,1,1909,###,108.267716535433,###,0.168958333333333,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.69,0.57,0.35,0.62,0.69,0.8,0.95,0.56,0.24,22.7,32.7,42.7,27.4,37.4,47.4,32.1,42.1,52.1,36.8,46.8,56.8,41.4,51.4,61.4,46.1,56.1,66.1,50.8,60.8,70.8,46.1,56.1,66.1,41.4,51.4,61.4,36.8,46.8,56.8,32.1,42.1,52.1,27.4,37.4,47.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
